,Driver,Team,GP,Year,Strategy
1889,LAW,RB,Netherlands,2023,SOFT-INTERMEDIATE-SOFT-MEDIUM-SOFT-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE
1890,BOT,Kick Sauber,Netherlands,2023,SOFT-MEDIUM-SOFT-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE
1891,TSU,RB,Netherlands,2023,SOFT-INTERMEDIATE-SOFT-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE
1892,MAG,Haas F1 Team,Netherlands,2023,SOFT-INTERMEDIATE-SOFT-MEDIUM-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE
1893,RUS,Mercedes,Netherlands,2023,SOFT-INTERMEDIATE-SOFT-HARD-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE-INTERMEDIATE
1894,ZHO,Kick Sauber,Netherlands,2023,SOFT-INTERMEDIATE-MEDIUM-SOFT-INTERMEDIATE
1895,LEC,Ferrari,Netherlands,2023,SOFT-INTERMEDIATE-SOFT
1896,SAR,Williams,Netherlands,2023,SOFT
1897,PER,Red Bull Racing,Azerbaijan,2023,MEDIUM-HARD
1898,VER,Red Bull Racing,Azerbaijan,2023,MEDIUM-HARD
1899,LEC,Ferrari,Azerbaijan,2023,MEDIUM-HARD
1900,ALO,Aston Martin,Azerbaijan,2023,MEDIUM-HARD
1901,SAI,Ferrari,Azerbaijan,2023,MEDIUM-HARD
1902,HAM,Mercedes,Azerbaijan,2023,MEDIUM-HARD
1903,STR,Aston Martin,Azerbaijan,2023,MEDIUM-HARD
1904,RUS,Mercedes,Azerbaijan,2023,MEDIUM-HARD-SOFT
1905,NOR,McLaren,Azerbaijan,2023,MEDIUM-HARD
1906,TSU,RB,Azerbaijan,2023,MEDIUM-HARD
1907,PIA,McLaren,Azerbaijan,2023,MEDIUM-HARD
1908,ALB,Williams,Azerbaijan,2023,MEDIUM-HARD
1909,MAG,Haas F1 Team,Azerbaijan,2023,MEDIUM-HARD
1910,GAS,Alpine,Azerbaijan,2023,MEDIUM-HARD-HARD
1911,OCO,Alpine,Azerbaijan,2023,HARD-SOFT
1912,SAR,Williams,Azerbaijan,2023,MEDIUM-HARD
1913,HUL,Haas F1 Team,Azerbaijan,2023,HARD-SOFT
1914,BOT,Kick Sauber,Azerbaijan,2023,MEDIUM-HARD-HARD-MEDIUM
1915,ZHO,Kick Sauber,Azerbaijan,2023,MEDIUM-HARD
1916,DEV,RB,Azerbaijan,2023,HARD
1917,SAI,Ferrari,Singapore,2023,MEDIUM-HARD
1918,NOR,McLaren,Singapore,2023,MEDIUM-HARD
1919,HAM,Mercedes,Singapore,2023,MEDIUM-HARD-MEDIUM
1920,LEC,Ferrari,Singapore,2023,SOFT-HARD
1921,VER,Red Bull Racing,Singapore,2023,HARD-MEDIUM
1922,GAS,Alpine,Singapore,2023,MEDIUM-HARD
1923,PIA,McLaren,Singapore,2023,MEDIUM-HARD
1924,PER,Red Bull Racing,Singapore,2023,HARD-MEDIUM
1925,LAW,RB,Singapore,2023,MEDIUM-HARD
1926,MAG,Haas F1 Team,Singapore,2023,MEDIUM-HARD-SOFT
1927,ALB,Williams,Singapore,2023,MEDIUM-HARD-MEDIUM
1928,ZHO,Kick Sauber,Singapore,2023,SOFT-HARD-MEDIUM
1929,HUL,Haas F1 Team,Singapore,2023,MEDIUM-HARD
1930,SAR,Williams,Singapore,2023,MEDIUM-HARD-MEDIUM
1931,ALO,Aston Martin,Singapore,2023,MEDIUM-HARD-SOFT
1932,RUS,Mercedes,Singapore,2023,MEDIUM-HARD-MEDIUM
1933,BOT,Kick Sauber,Singapore,2023,HARD-MEDIUM
1934,OCO,Alpine,Singapore,2023,MEDIUM-HARD
1935,TSU,RB,Singapore,2023,SOFT
1936,VER,Red Bull Racing,Austin,2023,MEDIUM-MEDIUM-HARD
1937,NOR,McLaren,Austin,2023,MEDIUM-HARD-HARD
1938,SAI,Ferrari,Austin,2023,MEDIUM-MEDIUM-HARD
1939,PER,Red Bull Racing,Austin,2023,MEDIUM-MEDIUM-HARD
1940,RUS,Mercedes,Austin,2023,MEDIUM-HARD-MEDIUM
1941,GAS,Alpine,Austin,2023,MEDIUM-MEDIUM-HARD
1942,STR,Aston Martin,Austin,2023,HARD-MEDIUM-MEDIUM
1943,TSU,RB,Austin,2023,MEDIUM-HARD-MEDIUM-SOFT
1944,ALB,Williams,Austin,2023,MEDIUM-HARD-MEDIUM
1945,SAR,Williams,Austin,2023,MEDIUM-HARD-MEDIUM
1946,HUL,Haas F1 Team,Austin,2023,HARD-MEDIUM-MEDIUM
1947,BOT,Kick Sauber,Austin,2023,MEDIUM-HARD-HARD
1948,ZHO,Kick Sauber,Austin,2023,MEDIUM-HARD-HARD
1949,MAG,Haas F1 Team,Austin,2023,MEDIUM-HARD-MEDIUM
1950,RIC,RB,Austin,2023,MEDIUM-HARD-SOFT
1951,ALO,Aston Martin,Austin,2023,MEDIUM-MEDIUM-HARD
1952,PIA,McLaren,Austin,2023,MEDIUM
1953,OCO,Alpine,Austin,2023,MEDIUM
1954,HAM,Mercedes,Austin,2023,MEDIUM-HARD-MEDIUM
1955,LEC,Ferrari,Austin,2023,MEDIUM-HARD
1956,VER,Red Bull Racing,Mexico,2023,MEDIUM-HARD-HARD-HARD
1957,HAM,Mercedes,Mexico,2023,MEDIUM-HARD-MEDIUM
1958,LEC,Ferrari,Mexico,2023,MEDIUM-HARD-HARD
1959,SAI,Ferrari,Mexico,2023,MEDIUM-HARD-HARD
1960,NOR,McLaren,Mexico,2023,SOFT-HARD-MEDIUM-MEDIUM
1961,RUS,Mercedes,Mexico,2023,MEDIUM-HARD-MEDIUM
1962,RIC,RB,Mexico,2023,MEDIUM-HARD-HARD
1963,PIA,McLaren,Mexico,2023,MEDIUM-HARD-MEDIUM
1964,ALB,Williams,Mexico,2023,HARD-MEDIUM-MEDIUM
1965,OCO,Alpine,Mexico,2023,HARD-MEDIUM
1966,GAS,Alpine,Mexico,2023,MEDIUM-HARD-HARD
1967,TSU,RB,Mexico,2023,MEDIUM-HARD-HARD
1968,HUL,Haas F1 Team,Mexico,2023,MEDIUM-HARD-MEDIUM
1969,ZHO,Kick Sauber,Mexico,2023,MEDIUM-HARD-HARD
1970,BOT,Kick Sauber,Mexico,2023,MEDIUM-HARD-HARD
1971,SAR,Williams,Mexico,2023,MEDIUM-HARD-MEDIUM
1972,STR,Aston Martin,Mexico,2023,MEDIUM-HARD-HARD
1973,ALO,Aston Martin,Mexico,2023,MEDIUM-HARD-HARD
1974,MAG,Haas F1 Team,Mexico,2023,MEDIUM-HARD
1975,PER,Red Bull Racing,Mexico,2023,MEDIUM
1976,VER,Red Bull Racing,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1977,NOR,McLaren,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1978,ALO,Aston Martin,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1979,PER,Red Bull Racing,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1980,STR,Aston Martin,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1981,SAI,Ferrari,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1982,GAS,Alpine,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1983,HAM,Mercedes,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1984,TSU,RB,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1985,OCO,Alpine,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT-SOFT
1986,SAR,Williams,Brazil,2023,MEDIUM-MEDIUM-SOFT-SOFT-SOFT
1987,HUL,Haas F1 Team,Brazil,2023,SOFT-MEDIUM-SOFT-SOFT-SOFT
1988,RIC,RB,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1989,PIA,McLaren,Brazil,2023,SOFT-MEDIUM-MEDIUM-SOFT-SOFT
1990,RUS,Mercedes,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM-SOFT
1991,BOT,Kick Sauber,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM
1992,ZHO,Kick Sauber,Brazil,2023,SOFT-SOFT-SOFT-MEDIUM
1993,MAG,Haas F1 Team,Brazil,2023,SOFT
1994,ALB,Williams,Brazil,2023,SOFT
1995,LEC,Ferrari,Brazil,2023,SOFT
1996,VER,Red Bull Racing,Qatar,2023,MEDIUM-MEDIUM-HARD-MEDIUM
1997,PIA,McLaren,Qatar,2023,MEDIUM-MEDIUM-MEDIUM-HARD
1998,NOR,McLaren,Qatar,2023,MEDIUM-MEDIUM-MEDIUM-HARD
1999,RUS,Mercedes,Qatar,2023,MEDIUM-MEDIUM-MEDIUM-HARD-SOFT
2000,LEC,Ferrari,Qatar,2023,MEDIUM-MEDIUM-HARD-MEDIUM
2001,ALO,Aston Martin,Qatar,2023,MEDIUM-MEDIUM-HARD-MEDIUM
2002,OCO,Alpine,Qatar,2023,MEDIUM-MEDIUM-HARD-MEDIUM
2003,BOT,Kick Sauber,Qatar,2023,SOFT-MEDIUM-HARD-HARD
2004,ZHO,Kick Sauber,Qatar,2023,MEDIUM-HARD-HARD-SOFT
2005,PER,Red Bull Racing,Qatar,2023,HARD-MEDIUM-MEDIUM-MEDIUM
2006,STR,Aston Martin,Qatar,2023,MEDIUM-MEDIUM-HARD-MEDIUM
2007,GAS,Alpine,Qatar,2023,MEDIUM-MEDIUM-HARD-MEDIUM
2008,ALB,Williams,Qatar,2023,MEDIUM-MEDIUM-HARD-HARD
2009,MAG,Haas F1 Team,Qatar,2023,SOFT-MEDIUM-HARD-HARD
2010,TSU,RB,Qatar,2023,MEDIUM-MEDIUM-HARD-HARD
2011,HUL,Haas F1 Team,Qatar,2023,MEDIUM-HARD-MEDIUM-HARD
2012,LAW,RB,Qatar,2023,SOFT-HARD-HARD-MEDIUM
2013,SAR,Williams,Qatar,2023,MEDIUM-MEDIUM-HARD
2014,HAM,Mercedes,Qatar,2023,SOFT
2015,VER,Red Bull Racing,Abu Dhabi,2023,MEDIUM-HARD-HARD
2016,LEC,Ferrari,Abu Dhabi,2023,MEDIUM-HARD-HARD
2017,RUS,Mercedes,Abu Dhabi,2023,MEDIUM-HARD-HARD
2018,PER,Red Bull Racing,Abu Dhabi,2023,MEDIUM-HARD-HARD
2019,NOR,McLaren,Abu Dhabi,2023,MEDIUM-HARD-HARD
2020,PIA,McLaren,Abu Dhabi,2023,MEDIUM-HARD-HARD
2021,ALO,Aston Martin,Abu Dhabi,2023,MEDIUM-HARD-HARD
2022,TSU,RB,Abu Dhabi,2023,MEDIUM-HARD
2023,HAM,Mercedes,Abu Dhabi,2023,MEDIUM-HARD-HARD
2024,STR,Aston Martin,Abu Dhabi,2023,HARD-HARD-MEDIUM
2025,RIC,RB,Abu Dhabi,2023,MEDIUM-HARD-HARD
2026,OCO,Alpine,Abu Dhabi,2023,MEDIUM-HARD
2027,GAS,Alpine,Abu Dhabi,2023,MEDIUM-HARD-HARD
2028,ALB,Williams,Abu Dhabi,2023,MEDIUM-HARD-HARD
2029,HUL,Haas F1 Team,Abu Dhabi,2023,MEDIUM-HARD-HARD
2030,SAR,Williams,Abu Dhabi,2023,MEDIUM-HARD-HARD
2031,ZHO,Kick Sauber,Abu Dhabi,2023,MEDIUM-HARD-MEDIUM
2032,SAI,Ferrari,Abu Dhabi,2023,HARD-HARD-SOFT
2033,BOT,Kick Sauber,Abu Dhabi,2023,HARD-MEDIUM
2034,MAG,Haas F1 Team,Abu Dhabi,2023,MEDIUM-HARD-HARD
2035,VER,Red Bull Racing,Monza,2023,MEDIUM-HARD
2036,PER,Red Bull Racing,Monza,2023,MEDIUM-HARD
2037,SAI,Ferrari,Monza,2023,MEDIUM-HARD
2038,LEC,Ferrari,Monza,2023,MEDIUM-HARD
2039,RUS,Mercedes,Monza,2023,MEDIUM-HARD
2040,HAM,Mercedes,Monza,2023,HARD-MEDIUM
2041,ALB,Williams,Monza,2023,MEDIUM-HARD
2042,NOR,McLaren,Monza,2023,MEDIUM-HARD
2043,ALO,Aston Martin,Monza,2023,MEDIUM-HARD
2044,BOT,Kick Sauber,Monza,2023,HARD-MEDIUM
2045,LAW,RB,Monza,2023,MEDIUM-HARD-MEDIUM
2046,PIA,McLaren,Monza,2023,MEDIUM-HARD-MEDIUM
2047,SAR,Williams,Monza,2023,MEDIUM-HARD
2048,ZHO,Kick Sauber,Monza,2023,MEDIUM-HARD-MEDIUM
2049,GAS,Alpine,Monza,2023,MEDIUM-HARD-MEDIUM
2050,STR,Aston Martin,Monza,2023,MEDIUM-HARD
2051,HUL,Haas F1 Team,Monza,2023,MEDIUM-HARD-MEDIUM
2052,MAG,Haas F1 Team,Monza,2023,HARD-MEDIUM-MEDIUM
2053,OCO,Alpine,Monza,2023,MEDIUM-HARD
2054,TSU,RB,Monza,2023,MEDIUM
2055,VER,Red Bull Racing,Bahrain,2024,SOFT-HARD-SOFT
2056,PER,Red Bull Racing,Bahrain,2024,SOFT-HARD-SOFT
2057,SAI,Ferrari,Bahrain,2024,SOFT-HARD-HARD
2058,LEC,Ferrari,Bahrain,2024,SOFT-HARD-HARD
2059,RUS,Mercedes,Bahrain,2024,SOFT-HARD-HARD
2060,NOR,McLaren,Bahrain,2024,SOFT-HARD-HARD
2061,HAM,Mercedes,Bahrain,2024,SOFT-HARD-HARD
2062,PIA,McLaren,Bahrain,2024,SOFT-HARD-HARD
2063,ALO,Aston Martin,Bahrain,2024,SOFT-HARD-HARD
2064,STR,Aston Martin,Bahrain,2024,SOFT-HARD-HARD
2065,ZHO,Kick Sauber,Bahrain,2024,SOFT-HARD-HARD
2066,MAG,Haas F1 Team,Bahrain,2024,SOFT-HARD-HARD
2067,RIC,RB,Bahrain,2024,SOFT-HARD-SOFT
2068,TSU,RB,Bahrain,2024,SOFT-HARD-HARD
2069,ALB,Williams,Bahrain,2024,SOFT-HARD-HARD
2070,HUL,Haas F1 Team,Bahrain,2024,SOFT-HARD-HARD-SOFT
2071,OCO,Alpine,Bahrain,2024,SOFT-HARD-HARD
2072,GAS,Alpine,Bahrain,2024,SOFT-HARD-HARD-SOFT
2073,BOT,Kick Sauber,Bahrain,2024,SOFT-HARD-HARD
2074,SAR,Williams,Bahrain,2024,SOFT-HARD-HARD-SOFT
2075,VER,Red Bull Racing,Saudi Arabia,2024,MEDIUM-HARD
2076,PER,Red Bull Racing,Saudi Arabia,2024,MEDIUM-HARD
2077,LEC,Ferrari,Saudi Arabia,2024,MEDIUM-HARD
2078,PIA,McLaren,Saudi Arabia,2024,MEDIUM-HARD
2079,ALO,Aston Martin,Saudi Arabia,2024,MEDIUM-HARD
2080,RUS,Mercedes,Saudi Arabia,2024,MEDIUM-HARD
2081,BEA,Ferrari,Saudi Arabia,2024,SOFT-HARD
2082,NOR,McLaren,Saudi Arabia,2024,MEDIUM-SOFT
2083,HAM,Mercedes,Saudi Arabia,2024,MEDIUM-SOFT
2084,HUL,Haas F1 Team,Saudi Arabia,2024,MEDIUM-HARD
2085,ALB,Williams,Saudi Arabia,2024,MEDIUM-HARD
2086,MAG,Haas F1 Team,Saudi Arabia,2024,MEDIUM-HARD
2087,OCO,Alpine,Saudi Arabia,2024,MEDIUM-HARD
2088,SAR,Williams,Saudi Arabia,2024,MEDIUM-HARD
2089,TSU,RB,Saudi Arabia,2024,MEDIUM-HARD
2090,RIC,RB,Saudi Arabia,2024,MEDIUM-HARD
2091,BOT,Kick Sauber,Saudi Arabia,2024,SOFT-HARD-SOFT
2092,ZHO,Kick Sauber,Saudi Arabia,2024,MEDIUM-SOFT
2093,STR,Aston Martin,Saudi Arabia,2024,MEDIUM
2094,GAS,Alpine,Saudi Arabia,2024,MEDIUM
2095,SAI,Ferrari,Australia,2024,MEDIUM-HARD-HARD
2096,LEC,Ferrari,Australia,2024,MEDIUM-HARD-HARD
2097,NOR,McLaren,Australia,2024,MEDIUM-HARD-HARD
2098,PIA,McLaren,Australia,2024,MEDIUM-HARD-HARD
2099,PER,Red Bull Racing,Australia,2024,MEDIUM-HARD-HARD
2100,STR,Aston Martin,Australia,2024,MEDIUM-HARD-HARD
2101,TSU,RB,Australia,2024,MEDIUM-HARD-HARD
2102,ALO,Aston Martin,Australia,2024,HARD-MEDIUM-HARD
2103,HUL,Haas F1 Team,Australia,2024,HARD-MEDIUM-HARD
2104,MAG,Haas F1 Team,Australia,2024,MEDIUM-HARD-HARD
2105,ALB,Williams,Australia,2024,MEDIUM-HARD-HARD
2106,RIC,RB,Australia,2024,SOFT-HARD-HARD
2107,GAS,Alpine,Australia,2024,MEDIUM-HARD-HARD
2108,BOT,Kick Sauber,Australia,2024,MEDIUM-HARD-HARD
2109,ZHO,Kick Sauber,Australia,2024,SOFT-HARD-HARD
2110,OCO,Alpine,Australia,2024,MEDIUM-HARD-HARD-HARD
2111,RUS,Mercedes,Australia,2024,MEDIUM-HARD-HARD
2112,HAM,Mercedes,Australia,2024,SOFT-HARD
2113,VER,Red Bull Racing,Australia,2024,MEDIUM
2114,VER,Red Bull Racing,Japan,2024,MEDIUM-MEDIUM-MEDIUM-HARD
2115,PER,Red Bull Racing,Japan,2024,MEDIUM-MEDIUM-MEDIUM-HARD
2116,SAI,Ferrari,Japan,2024,MEDIUM-MEDIUM-MEDIUM-HARD
2117,LEC,Ferrari,Japan,2024,MEDIUM-MEDIUM-HARD
2118,NOR,McLaren,Japan,2024,MEDIUM-MEDIUM-HARD-HARD
2119,ALO,Aston Martin,Japan,2024,SOFT-SOFT-MEDIUM-HARD
2120,RUS,Mercedes,Japan,2024,MEDIUM-HARD-HARD-MEDIUM
2121,PIA,McLaren,Japan,2024,MEDIUM-MEDIUM-HARD-HARD
2122,HAM,Mercedes,Japan,2024,MEDIUM-HARD-HARD-MEDIUM
2123,TSU,RB,Japan,2024,MEDIUM-SOFT-HARD-HARD
2124,HUL,Haas F1 Team,Japan,2024,SOFT-SOFT-HARD-HARD
2125,STR,Aston Martin,Japan,2024,SOFT-SOFT-MEDIUM-HARD-SOFT
2126,MAG,Haas F1 Team,Japan,2024,MEDIUM-MEDIUM-HARD
2127,BOT,Kick Sauber,Japan,2024,SOFT-SOFT-HARD-HARD
2128,OCO,Alpine,Japan,2024,SOFT-HARD-HARD-MEDIUM
2129,GAS,Alpine,Japan,2024,SOFT-HARD-MEDIUM-HARD
2130,SAR,Williams,Japan,2024,SOFT-HARD-HARD-MEDIUM-SOFT
2131,ZHO,Kick Sauber,Japan,2024,MEDIUM-SOFT-HARD-HARD
2132,RIC,RB,Japan,2024,MEDIUM
2133,ALB,Williams,Japan,2024,SOFT
2134,VER,Red Bull Racing,China,2024,MEDIUM-HARD-HARD
2135,NOR,McLaren,China,2024,MEDIUM-HARD
2136,PER,Red Bull Racing,China,2024,MEDIUM-HARD-HARD
2137,LEC,Ferrari,China,2024,MEDIUM-HARD
2138,SAI,Ferrari,China,2024,MEDIUM-HARD
2139,RUS,Mercedes,China,2024,MEDIUM-MEDIUM-HARD
2140,ALO,Aston Martin,China,2024,MEDIUM-HARD-SOFT-MEDIUM
2141,PIA,McLaren,China,2024,MEDIUM-MEDIUM-HARD
2142,HAM,Mercedes,China,2024,SOFT-MEDIUM-HARD
2143,HUL,Haas F1 Team,China,2024,MEDIUM-HARD-HARD
2144,OCO,Alpine,China,2024,MEDIUM-HARD-HARD
2145,ALB,Williams,China,2024,MEDIUM-MEDIUM-HARD
2146,GAS,Alpine,China,2024,MEDIUM-HARD-HARD-MEDIUM
2147,ZHO,Kick Sauber,China,2024,MEDIUM-HARD-HARD-SOFT
2148,STR,Aston Martin,China,2024,SOFT-MEDIUM-HARD-MEDIUM-HARD
2149,MAG,Haas F1 Team,China,2024,HARD-HARD-MEDIUM
2150,SAR,Williams,China,2024,SOFT-MEDIUM-HARD
2151,RIC,RB,China,2024,MEDIUM-MEDIUM
2152,TSU,RB,China,2024,SOFT-MEDIUM-HARD
2153,BOT,Kick Sauber,China,2024,MEDIUM-HARD
2154,NOR,McLaren,Miami,2024,MEDIUM-HARD
2155,VER,Red Bull Racing,Miami,2024,MEDIUM-HARD
2156,LEC,Ferrari,Miami,2024,MEDIUM-HARD
2157,PER,Red Bull Racing,Miami,2024,MEDIUM-HARD-MEDIUM
2158,SAI,Ferrari,Miami,2024,MEDIUM-HARD
2159,HAM,Mercedes,Miami,2024,HARD-MEDIUM
2160,TSU,RB,Miami,2024,MEDIUM-HARD
2161,RUS,Mercedes,Miami,2024,MEDIUM-HARD
2162,ALO,Aston Martin,Miami,2024,HARD-MEDIUM
2163,OCO,Alpine,Miami,2024,MEDIUM-HARD
2164,HUL,Haas F1 Team,Miami,2024,MEDIUM-HARD-MEDIUM
2165,GAS,Alpine,Miami,2024,MEDIUM-HARD
2166,PIA,McLaren,Miami,2024,MEDIUM-HARD-MEDIUM
2167,ZHO,Kick Sauber,Miami,2024,MEDIUM-SOFT
2168,RIC,RB,Miami,2024,HARD-MEDIUM
2169,BOT,Kick Sauber,Miami,2024,SOFT-HARD-MEDIUM
2170,STR,Aston Martin,Miami,2024,MEDIUM-HARD-MEDIUM
2171,ALB,Williams,Miami,2024,MEDIUM-HARD-SOFT
2172,MAG,Haas F1 Team,Miami,2024,HARD-MEDIUM-MEDIUM-MEDIUM
2173,SAR,Williams,Miami,2024,MEDIUM-HARD
2174,LEC,Ferrari,Monaco,2024,HARD
2175,PIA,McLaren,Monaco,2024,HARD
2176,SAI,Ferrari,Monaco,2024,HARD
2177,NOR,McLaren,Monaco,2024,HARD
2178,RUS,Mercedes,Monaco,2024,MEDIUM
2179,VER,Red Bull Racing,Monaco,2024,MEDIUM-HARD
2180,HAM,Mercedes,Monaco,2024,MEDIUM-HARD
2181,TSU,RB,Monaco,2024,HARD
2182,ALB,Williams,Monaco,2024,HARD
2183,GAS,Alpine,Monaco,2024,MEDIUM
2184,ALO,Aston Martin,Monaco,2024,MEDIUM
2185,RIC,RB,Monaco,2024,HARD
2186,BOT,Kick Sauber,Monaco,2024,MEDIUM-HARD
2187,STR,Aston Martin,Monaco,2024,MEDIUM-HARD-SOFT
2188,SAR,Williams,Monaco,2024,HARD-MEDIUM
2189,ZHO,Kick Sauber,Monaco,2024,HARD-SOFT
2190,OCO,Alpine,Monaco,2024,HARD
2191,PER,Red Bull Racing,Monaco,2024,HARD
2192,HUL,Haas F1 Team,Monaco,2024,MEDIUM
2193,MAG,Haas F1 Team,Monaco,2024,HARD
2194,VER,Red Bull Racing,Spain,2024,SOFT-MEDIUM-SOFT
2195,NOR,McLaren,Spain,2024,SOFT-MEDIUM-SOFT
2196,HAM,Mercedes,Spain,2024,SOFT-MEDIUM-SOFT
2197,RUS,Mercedes,Spain,2024,SOFT-MEDIUM-HARD
2198,LEC,Ferrari,Spain,2024,SOFT-MEDIUM-SOFT
2199,SAI,Ferrari,Spain,2024,SOFT-MEDIUM-HARD
2200,PIA,McLaren,Spain,2024,SOFT-MEDIUM-SOFT
2201,PER,Red Bull Racing,Spain,2024,SOFT-SOFT-MEDIUM-SOFT
2202,GAS,Alpine,Spain,2024,SOFT-MEDIUM-HARD
2203,OCO,Alpine,Spain,2024,SOFT-MEDIUM-HARD
2204,HUL,Haas F1 Team,Spain,2024,SOFT-MEDIUM-HARD
2205,ALO,Aston Martin,Spain,2024,SOFT-MEDIUM-HARD
2206,ZHO,Kick Sauber,Spain,2024,SOFT-MEDIUM-HARD
2207,STR,Aston Martin,Spain,2024,SOFT-MEDIUM-HARD
2208,RIC,RB,Spain,2024,SOFT-MEDIUM-HARD
2209,BOT,Kick Sauber,Spain,2024,SOFT-SOFT-HARD
2210,MAG,Haas F1 Team,Spain,2024,SOFT-MEDIUM-HARD
2211,ALB,Williams,Spain,2024,MEDIUM-SOFT-SOFT
2212,TSU,RB,Spain,2024,SOFT-MEDIUM-HARD-SOFT
2213,SAR,Williams,Spain,2024,SOFT-MEDIUM-HARD
2214,VER,Red Bull Racing,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM
2215,NOR,McLaren,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM
2216,RUS,Mercedes,Canada,2024,INTERMEDIATE-INTERMEDIATE-HARD-MEDIUM
2217,HAM,Mercedes,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM-HARD
2218,PIA,McLaren,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM
2219,ALO,Aston Martin,Canada,2024,INTERMEDIATE-INTERMEDIATE-HARD
2220,STR,Aston Martin,Canada,2024,INTERMEDIATE-INTERMEDIATE-HARD
2221,RIC,RB,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM
2222,GAS,Alpine,Canada,2024,INTERMEDIATE-INTERMEDIATE-HARD
2223,OCO,Alpine,Canada,2024,INTERMEDIATE-MEDIUM
2224,HUL,Haas F1 Team,Canada,2024,WET-INTERMEDIATE-INTERMEDIATE-MEDIUM
2225,MAG,Haas F1 Team,Canada,2024,WET-INTERMEDIATE-INTERMEDIATE-MEDIUM-MEDIUM
2226,BOT,Kick Sauber,Canada,2024,INTERMEDIATE-MEDIUM
2227,TSU,RB,Canada,2024,INTERMEDIATE-MEDIUM
2228,ZHO,Kick Sauber,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM-MEDIUM
2229,SAI,Ferrari,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM
2230,ALB,Williams,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM
2231,PER,Red Bull Racing,Canada,2024,INTERMEDIATE-INTERMEDIATE-MEDIUM
2232,LEC,Ferrari,Canada,2024,INTERMEDIATE-INTERMEDIATE-HARD-INTERMEDIATE
2233,SAR,Williams,Canada,2024,INTERMEDIATE
2234,RUS,Mercedes,Austria,2024,MEDIUM-MEDIUM-HARD
2235,PIA,McLaren,Austria,2024,MEDIUM-HARD-MEDIUM
2236,SAI,Ferrari,Austria,2024,MEDIUM-HARD-MEDIUM
2237,HAM,Mercedes,Austria,2024,MEDIUM-HARD-MEDIUM
2238,VER,Red Bull Racing,Austria,2024,MEDIUM-HARD-MEDIUM-SOFT
2239,HUL,Haas F1 Team,Austria,2024,MEDIUM-HARD-HARD
2240,PER,Red Bull Racing,Austria,2024,MEDIUM-HARD-MEDIUM
2241,MAG,Haas F1 Team,Austria,2024,MEDIUM-HARD-HARD
2242,RIC,RB,Austria,2024,MEDIUM-HARD-HARD
2243,GAS,Alpine,Austria,2024,MEDIUM-HARD-MEDIUM
2244,LEC,Ferrari,Austria,2024,MEDIUM-HARD-MEDIUM-MEDIUM-MEDIUM
2245,OCO,Alpine,Austria,2024,MEDIUM-HARD-MEDIUM
2246,STR,Aston Martin,Austria,2024,MEDIUM-MEDIUM-HARD
2247,TSU,RB,Austria,2024,MEDIUM-HARD-HARD
2248,ALB,Williams,Austria,2024,MEDIUM-HARD-HARD
2249,BOT,Kick Sauber,Austria,2024,MEDIUM-HARD-HARD
2250,ZHO,Kick Sauber,Austria,2024,HARD-MEDIUM-HARD
2251,ALO,Aston Martin,Austria,2024,MEDIUM-MEDIUM-HARD-SOFT
2252,SAR,Williams,Austria,2024,MEDIUM-MEDIUM-HARD-MEDIUM
2253,NOR,McLaren,Austria,2024,MEDIUM-HARD-MEDIUM
2254,RUS,Mercedes,Great Britain,2024,MEDIUM-MEDIUM-HARD
2255,PIA,McLaren,Great Britain,2024,MEDIUM-HARD-MEDIUM
2256,SAI,Ferrari,Great Britain,2024,MEDIUM-HARD-MEDIUM
2257,HAM,Mercedes,Great Britain,2024,MEDIUM-HARD-MEDIUM
2258,VER,Red Bull Racing,Great Britain,2024,MEDIUM-HARD-MEDIUM-SOFT
