,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
583,0 days 02:36:24.818000,NOR,4,100.284,56.0,2.0,,,0 days 00:00:26.745000,0 days 00:00:30.258000,0 days 00:00:43.281000,0 days 02:35:11.275000,0 days 02:35:41.533000,0 days 02:36:24.814000,,270.0,260.0,306.0,False,HARD,34.0,True,McLaren,0 days 02:34:44.534000,2024-04-21 08:43:03.207,1,2.0,False,,False,True
584,0 days 00:58:54.126000,HAM,44,104.135,2.0,1.0,,,0 days 00:00:27.777000,0 days 00:00:31.721000,0 days 00:00:44.637000,0 days 00:57:37.741000,0 days 00:58:09.462000,0 days 00:58:54.099000,275.0,267.0,260.0,341.0,True,SOFT,2.0,True,Mercedes,0 days 00:57:09.991000,2024-04-21 07:05:28.664,1,19.0,False,,False,True
585,0 days 01:00:37.032000,HAM,44,102.906,3.0,1.0,,,0 days 00:00:27.516000,0 days 00:00:31.429000,0 days 00:00:43.961000,0 days 00:59:21.615000,0 days 00:59:53.044000,0 days 01:00:37.005000,277.0,266.0,260.0,337.0,True,SOFT,3.0,True,Mercedes,0 days 00:58:54.126000,2024-04-21 07:07:12.799,1,18.0,False,,False,True
586,0 days 01:02:20.045000,HAM,44,103.013,4.0,1.0,,,0 days 00:00:27.290000,0 days 00:00:31.303000,0 days 00:00:44.420000,0 days 01:01:04.295000,0 days 01:01:35.598000,0 days 01:02:20.018000,271.0,264.0,252.0,319.0,False,SOFT,4.0,True,Mercedes,0 days 01:00:37.032000,2024-04-21 07:08:55.705,1,17.0,False,,False,True
587,0 days 01:04:03.544000,HAM,44,103.49900000000001,5.0,1.0,,,0 days 00:00:27.586000,0 days 00:00:31.314000,0 days 00:00:44.599000,0 days 01:02:47.604000,0 days 01:03:18.918000,0 days 01:04:03.517000,272.0,265.0,256.0,333.0,False,SOFT,5.0,True,Mercedes,0 days 01:02:20.045000,2024-04-21 07:10:38.718,1,17.0,False,,False,True
588,0 days 01:05:47.011000,HAM,44,103.46700000000001,6.0,1.0,,,0 days 00:00:27.510000,0 days 00:00:31.423000,0 days 00:00:44.534000,0 days 01:04:31.027000,0 days 01:05:02.450000,0 days 01:05:46.984000,267.0,265.0,258.0,332.0,False,SOFT,6.0,True,Mercedes,0 days 01:04:03.544000,2024-04-21 07:12:22.217,1,17.0,False,,False,True
589,0 days 01:07:31.067000,HAM,44,104.05600000000001,7.0,1.0,,,0 days 00:00:27.593000,0 days 00:00:31.549000,0 days 00:00:44.914000,0 days 01:06:14.577000,0 days 01:06:46.126000,0 days 01:07:31.040000,271.0,266.0,256.0,330.0,False,SOFT,7.0,True,Mercedes,0 days 01:05:47.011000,2024-04-21 07:14:05.684,1,17.0,False,,False,True
590,0 days 01:09:14.836000,HAM,44,103.769,8.0,1.0,,,0 days 00:00:27.507000,0 days 00:00:31.695000,0 days 00:00:44.567000,0 days 01:07:58.547000,0 days 01:08:30.242000,0 days 01:09:14.809000,273.0,264.0,257.0,329.0,False,SOFT,8.0,True,Mercedes,0 days 01:07:31.067000,2024-04-21 07:15:49.740,1,16.0,False,,False,True
591,0 days 01:14:43.096000,HAM,44,101.409,11.0,2.0,,,0 days 00:00:26.848000,0 days 00:00:30.842000,0 days 00:00:43.719000,0 days 01:13:28.508000,0 days 01:13:59.350000,0 days 01:14:43.069000,269.0,265.0,259.0,313.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:13:01.687000,2024-04-21 07:21:20.360,1,18.0,False,,False,True
592,0 days 01:16:25,HAM,44,101.90400000000001,12.0,2.0,,,0 days 00:00:26.938000,0 days 00:00:30.884000,0 days 00:00:44.082000,0 days 01:15:10.007000,0 days 01:15:40.891000,0 days 01:16:24.973000,268.0,264.0,258.0,334.0,False,MEDIUM,3.0,True,Mercedes,0 days 01:14:43.096000,2024-04-21 07:23:01.769,1,17.0,False,,False,True
593,0 days 01:18:06.927000,HAM,44,101.927,13.0,2.0,,,0 days 00:00:27.321000,0 days 00:00:30.655000,0 days 00:00:43.951000,0 days 01:16:52.294000,0 days 01:17:22.949000,0 days 01:18:06.900000,270.0,262.0,253.0,309.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:16:25,2024-04-21 07:24:43.673,1,15.0,False,,False,True
594,0 days 01:19:48.647000,HAM,44,101.72000000000001,14.0,2.0,,,0 days 00:00:27.232000,0 days 00:00:30.537000,0 days 00:00:43.951000,0 days 01:18:34.132000,0 days 01:19:04.669000,0 days 01:19:48.620000,266.0,265.0,254.0,312.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:18:06.927000,2024-04-21 07:26:25.600,1,15.0,False,,False,True
595,0 days 01:21:30.961000,HAM,44,102.31400000000001,15.0,2.0,,,0 days 00:00:27.361000,0 days 00:00:30.746000,0 days 00:00:44.207000,0 days 01:20:15.981000,0 days 01:20:46.727000,0 days 01:21:30.934000,270.0,266.0,253.0,313.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:19:48.647000,2024-04-21 07:28:07.320,1,14.0,False,,False,True
596,0 days 01:23:13.492000,HAM,44,102.531,16.0,2.0,,,0 days 00:00:27.293000,0 days 00:00:30.770000,0 days 00:00:44.468000,0 days 01:21:58.227000,0 days 01:22:28.997000,0 days 01:23:13.465000,269.0,266.0,252.0,311.0,False,MEDIUM,7.0,True,Mercedes,0 days 01:21:30.961000,2024-04-21 07:29:49.634,1,14.0,False,,False,True
597,0 days 01:24:55.715000,HAM,44,102.22300000000001,17.0,2.0,,,0 days 00:00:27.338000,0 days 00:00:30.584000,0 days 00:00:44.301000,0 days 01:23:40.803000,0 days 01:24:11.387000,0 days 01:24:55.688000,,266.0,253.0,310.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:23:13.492000,2024-04-21 07:31:32.165,1,13.0,False,,False,True
598,0 days 01:26:38.279000,HAM,44,102.56400000000001,18.0,2.0,,,0 days 00:00:27.397000,0 days 00:00:30.752000,0 days 00:00:44.415000,0 days 01:25:23.085000,0 days 01:25:53.837000,0 days 01:26:38.252000,271.0,266.0,253.0,307.0,False,MEDIUM,9.0,True,Mercedes,0 days 01:24:55.715000,2024-04-21 07:33:14.388,1,13.0,False,,False,True
599,0 days 01:28:21.133000,HAM,44,102.85400000000001,19.0,2.0,,,0 days 00:00:27.385000,0 days 00:00:30.912000,0 days 00:00:44.557000,0 days 01:27:05.637000,0 days 01:27:36.549000,0 days 01:28:21.106000,272.0,266.0,252.0,309.0,False,MEDIUM,10.0,True,Mercedes,0 days 01:26:38.279000,2024-04-21 07:34:56.952,1,13.0,False,,False,True
600,0 days 01:30:04.248000,HAM,44,103.11500000000001,20.0,2.0,,,0 days 00:00:27.444000,0 days 00:00:30.921000,0 days 00:00:44.750000,0 days 01:28:48.550000,0 days 01:29:19.471000,0 days 01:30:04.221000,,265.0,253.0,309.0,False,MEDIUM,11.0,True,Mercedes,0 days 01:28:21.133000,2024-04-21 07:36:39.806,2,12.0,False,,False,True
601,0 days 01:56:38.247000,HAM,44,101.11800000000001,32.0,3.0,,,0 days 00:00:27.031000,0 days 00:00:30.408000,0 days 00:00:43.679000,0 days 01:55:24.133000,0 days 01:55:54.541000,0 days 01:56:38.220000,277.0,268.0,256.0,314.0,True,HARD,11.0,True,Mercedes,0 days 01:54:57.129000,2024-04-21 08:03:15.802,1,10.0,False,,False,False
602,0 days 01:58:19.104000,HAM,44,100.857,33.0,3.0,,,0 days 00:00:26.758000,0 days 00:00:30.465000,0 days 00:00:43.634000,0 days 01:57:04.978000,0 days 01:57:35.443000,0 days 01:58:19.077000,273.0,269.0,261.0,329.0,True,HARD,12.0,True,Mercedes,0 days 01:56:38.247000,2024-04-21 08:04:56.920,1,10.0,False,,False,True
603,0 days 01:59:59.939000,HAM,44,100.83500000000001,34.0,3.0,,,0 days 00:00:26.615000,0 days 00:00:30.525000,0 days 00:00:43.695000,0 days 01:58:45.692000,0 days 01:59:16.217000,0 days 01:59:59.912000,276.0,270.0,259.0,332.0,True,HARD,13.0,True,Mercedes,0 days 01:58:19.104000,2024-04-21 08:06:37.777,1,10.0,False,,False,True
604,0 days 02:01:40.847000,HAM,44,100.908,35.0,3.0,,,0 days 00:00:26.707000,0 days 00:00:30.558000,0 days 00:00:43.643000,0 days 02:00:26.619000,0 days 02:00:57.177000,0 days 02:01:40.820000,275.0,269.0,261.0,331.0,False,HARD,14.0,True,Mercedes,0 days 01:59:59.939000,2024-04-21 08:08:18.612,1,10.0,False,,False,True
605,0 days 02:03:22.136000,HAM,44,101.289,36.0,3.0,,,0 days 00:00:26.845000,0 days 00:00:30.726000,0 days 00:00:43.718000,0 days 02:02:07.665000,0 days 02:02:38.391000,0 days 02:03:22.109000,270.0,268.0,263.0,330.0,False,HARD,15.0,True,Mercedes,0 days 02:01:40.847000,2024-04-21 08:09:59.520,1,10.0,False,,False,True
606,0 days 02:05:03.351000,HAM,44,101.215,37.0,3.0,,,0 days 00:00:26.794000,0 days 00:00:30.790000,0 days 00:00:43.631000,0 days 02:03:48.903000,0 days 02:04:19.693000,0 days 02:05:03.324000,272.0,269.0,263.0,330.0,False,HARD,16.0,True,Mercedes,0 days 02:03:22.136000,2024-04-21 08:11:40.809,1,10.0,False,,False,True
607,0 days 02:06:44.325000,HAM,44,100.974,38.0,3.0,,,0 days 00:00:26.745000,0 days 00:00:30.682000,0 days 00:00:43.547000,0 days 02:05:30.069000,0 days 02:06:00.751000,0 days 02:06:44.298000,271.0,269.0,263.0,330.0,False,HARD,17.0,True,Mercedes,0 days 02:05:03.351000,2024-04-21 08:13:22.024,1,10.0,False,,False,True
608,0 days 02:08:25.438000,HAM,44,101.113,39.0,3.0,,,0 days 00:00:26.948000,0 days 00:00:30.643000,0 days 00:00:43.522000,0 days 02:07:11.246000,0 days 02:07:41.889000,0 days 02:08:25.411000,270.0,270.0,264.0,331.0,False,HARD,18.0,True,Mercedes,0 days 02:06:44.325000,2024-04-21 08:15:02.998,1,10.0,False,,False,True
609,0 days 02:10:06.938000,HAM,44,101.5,40.0,3.0,,,0 days 00:00:26.915000,0 days 00:00:30.751000,0 days 00:00:43.834000,0 days 02:08:52.326000,0 days 02:09:23.077000,0 days 02:10:06.911000,272.0,270.0,260.0,334.0,False,HARD,19.0,True,Mercedes,0 days 02:08:25.438000,2024-04-21 08:16:44.111,1,10.0,False,,False,True
610,0 days 02:11:47.820000,HAM,44,100.882,41.0,3.0,,,0 days 00:00:26.958000,0 days 00:00:30.425000,0 days 00:00:43.499000,0 days 02:10:33.869000,0 days 02:11:04.294000,0 days 02:11:47.793000,,270.0,258.0,311.0,False,HARD,20.0,True,Mercedes,0 days 02:10:06.938000,2024-04-21 08:18:25.611,1,9.0,False,,False,True
611,0 days 02:13:28.888000,HAM,44,101.06800000000001,42.0,3.0,,,0 days 00:00:27.094000,0 days 00:00:30.261000,0 days 00:00:43.713000,0 days 02:12:14.887000,0 days 02:12:45.148000,0 days 02:13:28.861000,,269.0,258.0,311.0,False,HARD,21.0,True,Mercedes,0 days 02:11:47.820000,2024-04-21 08:20:06.493,1,9.0,False,,False,True
612,0 days 02:15:10.110000,HAM,44,101.22200000000001,43.0,3.0,,,0 days 00:00:27.038000,0 days 00:00:30.454000,0 days 00:00:43.730000,0 days 02:13:55.899000,0 days 02:14:26.353000,0 days 02:15:10.083000,271.0,269.0,257.0,311.0,False,HARD,22.0,True,Mercedes,0 days 02:13:28.888000,2024-04-21 08:21:47.561,1,9.0,False,,False,True
613,0 days 02:16:51.025000,HAM,44,100.915,44.0,3.0,,,0 days 00:00:26.942000,0 days 00:00:30.321000,0 days 00:00:43.652000,0 days 02:15:37.025000,0 days 02:16:07.346000,0 days 02:16:50.998000,270.0,270.0,258.0,310.0,False,HARD,23.0,True,Mercedes,0 days 02:15:10.110000,2024-04-21 08:23:28.783,1,8.0,False,,False,True
614,0 days 02:18:32.123000,HAM,44,101.09800000000001,45.0,3.0,,,0 days 00:00:26.985000,0 days 00:00:30.492000,0 days 00:00:43.621000,0 days 02:17:17.983000,0 days 02:17:48.475000,0 days 02:18:32.096000,,269.0,258.0,312.0,False,HARD,24.0,True,Mercedes,0 days 02:16:51.025000,2024-04-21 08:25:09.698,1,8.0,False,,False,True
615,0 days 02:20:13.464000,HAM,44,101.34100000000001,46.0,3.0,,,0 days 00:00:27.014000,0 days 00:00:30.474000,0 days 00:00:43.853000,0 days 02:18:59.110000,0 days 02:19:29.584000,0 days 02:20:13.437000,,269.0,257.0,312.0,False,HARD,25.0,True,Mercedes,0 days 02:18:32.123000,2024-04-21 08:26:50.796,1,8.0,False,,False,True
616,0 days 02:21:54.840000,HAM,44,101.376,47.0,3.0,,,0 days 00:00:27.082000,0 days 00:00:30.487000,0 days 00:00:43.807000,0 days 02:20:40.519000,0 days 02:21:11.006000,0 days 02:21:54.813000,272.0,269.0,257.0,312.0,False,HARD,26.0,True,Mercedes,0 days 02:20:13.464000,2024-04-21 08:28:32.137,1,8.0,False,,False,True
617,0 days 02:23:36.155000,HAM,44,101.31500000000001,48.0,3.0,,,0 days 00:00:26.972000,0 days 00:00:30.348000,0 days 00:00:43.995000,0 days 02:22:21.785000,0 days 02:22:52.133000,0 days 02:23:36.128000,,270.0,259.0,310.0,False,HARD,27.0,True,Mercedes,0 days 02:21:54.840000,2024-04-21 08:30:13.513,1,8.0,False,,False,True
618,0 days 02:25:18.075000,HAM,44,101.92,49.0,3.0,,,0 days 00:00:27.010000,0 days 00:00:31.133000,0 days 00:00:43.777000,0 days 02:24:03.138000,0 days 02:24:34.271000,0 days 02:25:18.048000,273.0,269.0,260.0,313.0,False,HARD,28.0,True,Mercedes,0 days 02:23:36.155000,2024-04-21 08:31:54.828,1,9.0,False,,False,True
619,0 days 02:26:59.381000,HAM,44,101.30600000000001,50.0,3.0,,,0 days 00:00:27.041000,0 days 00:00:30.575000,0 days 00:00:43.690000,0 days 02:25:45.089000,0 days 02:26:15.664000,0 days 02:26:59.354000,275.0,269.0,259.0,313.0,False,HARD,29.0,True,Mercedes,0 days 02:25:18.075000,2024-04-21 08:33:36.748,1,9.0,False,,False,True
620,0 days 02:28:40.866000,HAM,44,101.485,51.0,3.0,,,0 days 00:00:27.133000,0 days 00:00:30.628000,0 days 00:00:43.724000,0 days 02:27:26.487000,0 days 02:27:57.115000,0 days 02:28:40.839000,271.0,269.0,259.0,312.0,False,HARD,30.0,True,Mercedes,0 days 02:26:59.381000,2024-04-21 08:35:18.054,1,9.0,False,,False,True
621,0 days 02:30:22.327000,HAM,44,101.46100000000001,52.0,3.0,,,0 days 00:00:27.058000,0 days 00:00:30.527000,0 days 00:00:43.876000,0 days 02:29:07.897000,0 days 02:29:38.424000,0 days 02:30:22.300000,275.0,270.0,257.0,312.0,False,HARD,31.0,True,Mercedes,0 days 02:28:40.866000,2024-04-21 08:36:59.539,1,9.0,False,,False,True
622,0 days 02:32:03.848000,HAM,44,101.521,53.0,3.0,,,0 days 00:00:27.013000,0 days 00:00:30.603000,0 days 00:00:43.905000,0 days 02:30:49.313000,0 days 02:31:19.916000,0 days 02:32:03.821000,273.0,270.0,259.0,313.0,False,HARD,32.0,True,Mercedes,0 days 02:30:22.327000,2024-04-21 08:38:41.000,1,9.0,False,,False,True
623,0 days 02:33:45.341000,HAM,44,101.49300000000001,54.0,3.0,,,0 days 00:00:27.053000,0 days 00:00:30.612000,0 days 00:00:43.828000,0 days 02:32:30.874000,0 days 02:33:01.486000,0 days 02:33:45.314000,274.0,270.0,257.0,315.0,False,HARD,33.0,True,Mercedes,0 days 02:32:03.848000,2024-04-21 08:40:22.521,1,9.0,False,,False,True
624,0 days 02:35:26.945000,HAM,44,101.60400000000001,55.0,3.0,,,0 days 00:00:27.124000,0 days 00:00:30.622000,0 days 00:00:43.858000,0 days 02:34:12.438000,0 days 02:34:43.060000,0 days 02:35:26.918000,276.0,270.0,260.0,312.0,False,HARD,34.0,True,Mercedes,0 days 02:33:45.341000,2024-04-21 08:42:04.014,1,9.0,False,,False,True
625,0 days 02:37:09.029000,HAM,44,102.084,56.0,3.0,,,0 days 00:00:27.114000,0 days 00:00:30.620000,0 days 00:00:44.350000,0 days 02:35:54.032000,0 days 02:36:24.652000,0 days 02:37:09.002000,272.0,270.0,255.0,311.0,False,HARD,35.0,True,Mercedes,0 days 02:35:26.945000,2024-04-21 08:43:45.618,1,9.0,False,,False,True
626,0 days 00:58:47.751000,SAI,55,102.11500000000001,2.0,1.0,,,0 days 00:00:27.246000,0 days 00:00:31.059000,0 days 00:00:43.810000,0 days 00:57:32.882000,0 days 00:58:03.941000,0 days 00:58:47.751000,267.0,266.0,259.0,332.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:57:05.636000,2024-04-21 07:05:24.309,1,8.0,False,,False,True
627,0 days 01:00:29.730000,SAI,55,101.97900000000001,3.0,1.0,,,0 days 00:00:27.267000,0 days 00:00:30.965000,0 days 00:00:43.747000,0 days 00:59:15.018000,0 days 00:59:45.983000,0 days 01:00:29.730000,270.0,262.0,260.0,327.0,True,MEDIUM,3.0,True,Ferrari,0 days 00:58:47.751000,2024-04-21 07:07:06.424,1,8.0,False,,False,True
628,0 days 01:02:11.875000,SAI,55,102.14500000000001,4.0,1.0,,,0 days 00:00:27.400000,0 days 00:00:31.006000,0 days 00:00:43.739000,0 days 01:00:57.130000,0 days 01:01:28.136000,0 days 01:02:11.875000,271.0,265.0,260.0,331.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:00:29.730000,2024-04-21 07:08:48.403,1,8.0,False,,False,True
629,0 days 01:03:54.085000,SAI,55,102.21000000000001,5.0,1.0,,,0 days 00:00:27.279000,0 days 00:00:31.121000,0 days 00:00:43.810000,0 days 01:02:39.154000,0 days 01:03:10.275000,0 days 01:03:54.085000,277.0,266.0,259.0,332.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:02:11.875000,2024-04-21 07:10:30.548,1,8.0,False,,False,True
630,0 days 01:05:36.494000,SAI,55,102.409,6.0,1.0,,,0 days 00:00:27.317000,0 days 00:00:31.132000,0 days 00:00:43.960000,0 days 01:04:21.402000,0 days 01:04:52.534000,0 days 01:05:36.494000,272.0,264.0,258.0,332.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:03:54.085000,2024-04-21 07:12:12.758,1,8.0,False,,False,True
631,0 days 01:07:19.277000,SAI,55,102.783,7.0,1.0,,,0 days 00:00:27.351000,0 days 00:00:31.085000,0 days 00:00:44.347000,0 days 01:06:03.845000,0 days 01:06:34.930000,0 days 01:07:19.277000,273.0,267.0,254.0,317.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:05:36.494000,2024-04-21 07:13:55.167,1,8.0,False,,False,True
632,0 days 01:09:02.228000,SAI,55,102.95100000000001,8.0,1.0,,,0 days 00:00:27.480000,0 days 00:00:31.199000,0 days 00:00:44.272000,0 days 01:07:46.757000,0 days 01:08:17.956000,0 days 01:09:02.228000,271.0,263.0,253.0,313.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:07:19.277000,2024-04-21 07:15:37.950,1,8.0,False,,False,True
633,0 days 01:10:45.028000,SAI,55,102.80000000000001,9.0,1.0,,,0 days 00:00:27.441000,0 days 00:00:31.194000,0 days 00:00:44.165000,0 days 01:09:29.669000,0 days 01:10:00.863000,0 days 01:10:45.028000,273.0,264.0,259.0,331.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:09:02.228000,2024-04-21 07:17:20.901,1,8.0,False,,False,True
634,0 days 01:12:28.266000,SAI,55,103.238,10.0,1.0,,,0 days 00:00:27.371000,0 days 00:00:31.806000,0 days 00:00:44.061000,0 days 01:11:12.399000,0 days 01:11:44.205000,0 days 01:12:28.266000,278.0,264.0,258.0,331.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:10:45.028000,2024-04-21 07:19:03.701,1,8.0,False,,False,True
635,0 days 01:14:11.565000,SAI,55,103.299,11.0,1.0,,,0 days 00:00:27.380000,0 days 00:00:31.597000,0 days 00:00:44.322000,0 days 01:12:55.646000,0 days 01:13:27.243000,0 days 01:14:11.565000,277.0,263.0,259.0,329.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:12:28.266000,2024-04-21 07:20:46.939,1,6.0,False,,False,True
636,0 days 01:15:54.168000,SAI,55,102.60300000000001,12.0,1.0,,,0 days 00:00:27.289000,0 days 00:00:31.140000,0 days 00:00:44.174000,0 days 01:14:38.854000,0 days 01:15:09.994000,0 days 01:15:54.168000,271.0,262.0,254.0,311.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:14:11.565000,2024-04-21 07:22:30.238,1,6.0,False,,False,True
637,0 days 01:17:36.568000,SAI,55,102.4,13.0,1.0,,,0 days 00:00:27.455000,0 days 00:00:31.031000,0 days 00:00:43.914000,0 days 01:16:21.623000,0 days 01:16:52.654000,0 days 01:17:36.568000,272.0,265.0,254.0,311.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:15:54.168000,2024-04-21 07:24:12.841,1,6.0,False,,False,True
638,0 days 01:19:19.655000,SAI,55,103.087,14.0,1.0,,,0 days 00:00:27.657000,0 days 00:00:31.162000,0 days 00:00:44.268000,0 days 01:18:04.225000,0 days 01:18:35.387000,0 days 01:19:19.655000,271.0,263.0,254.0,313.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:17:36.568000,2024-04-21 07:25:55.241,1,5.0,False,,False,True
639,0 days 01:21:02.447000,SAI,55,102.792,15.0,1.0,,,0 days 00:00:27.496000,0 days 00:00:31.088000,0 days 00:00:44.208000,0 days 01:19:47.151000,0 days 01:20:18.239000,0 days 01:21:02.447000,274.0,266.0,255.0,314.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:19:19.655000,2024-04-21 07:27:38.328,1,5.0,False,,False,True
640,0 days 01:22:45.140000,SAI,55,102.69300000000001,16.0,1.0,,,0 days 00:00:27.384000,0 days 00:00:31.091000,0 days 00:00:44.218000,0 days 01:21:29.831000,0 days 01:22:00.922000,0 days 01:22:45.140000,273.0,264.0,255.0,310.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:21:02.447000,2024-04-21 07:29:21.120,1,4.0,False,,False,True
641,0 days 01:28:11.619000,SAI,55,99.76400000000001,19.0,2.0,,,0 days 00:00:26.609000,0 days 00:00:29.898000,0 days 00:00:43.257000,0 days 01:26:58.464000,0 days 01:27:28.362000,0 days 01:28:11.619000,,264.0,257.0,308.0,True,HARD,2.0,True,Ferrari,0 days 01:26:31.855000,2024-04-21 07:34:50.528,1,9.0,False,,False,True
642,0 days 01:29:52.280000,SAI,55,100.661,20.0,2.0,,,0 days 00:00:26.873000,0 days 00:00:30.157000,0 days 00:00:43.631000,0 days 01:28:38.492000,0 days 01:29:08.649000,0 days 01:29:52.280000,274.0,267.0,261.0,331.0,False,HARD,3.0,True,Ferrari,0 days 01:28:11.619000,2024-04-21 07:36:30.292,2,9.0,False,,False,True
643,0 days 01:56:34.851000,SAI,55,100.40100000000001,32.0,2.0,,,0 days 00:00:26.813000,0 days 00:00:30.054000,0 days 00:00:43.534000,0 days 01:55:21.263000,0 days 01:55:51.317000,0 days 01:56:34.851000,276.0,267.0,256.0,311.0,False,HARD,15.0,True,Ferrari,0 days 01:54:54.450000,2024-04-21 08:03:13.123,1,6.0,False,,False,False
644,0 days 01:58:14.899000,SAI,55,100.048,33.0,2.0,,,0 days 00:00:26.579000,0 days 00:00:30.014000,0 days 00:00:43.455000,0 days 01:57:01.430000,0 days 01:57:31.444000,0 days 01:58:14.899000,277.0,269.0,257.0,314.0,False,HARD,16.0,True,Ferrari,0 days 01:56:34.851000,2024-04-21 08:04:53.524,1,6.0,False,,False,True
645,0 days 01:59:55.315000,SAI,55,100.41600000000001,34.0,2.0,,,0 days 00:00:26.856000,0 days 00:00:30.101000,0 days 00:00:43.459000,0 days 01:58:41.755000,0 days 01:59:11.856000,0 days 01:59:55.315000,276.0,268.0,256.0,312.0,False,HARD,17.0,True,Ferrari,0 days 01:58:14.899000,2024-04-21 08:06:33.572,1,6.0,False,,False,True
646,0 days 02:01:35.626000,SAI,55,100.311,35.0,2.0,,,0 days 00:00:26.839000,0 days 00:00:30.115000,0 days 00:00:43.357000,0 days 02:00:22.154000,0 days 02:00:52.269000,0 days 02:01:35.626000,275.0,268.0,256.0,312.0,False,HARD,18.0,True,Ferrari,0 days 01:59:55.315000,2024-04-21 08:08:13.988,1,6.0,False,,False,True
647,0 days 02:03:16.241000,SAI,55,100.61500000000001,36.0,2.0,,,0 days 00:00:26.863000,0 days 00:00:30.199000,0 days 00:00:43.553000,0 days 02:02:02.489000,0 days 02:02:32.688000,0 days 02:03:16.241000,274.0,266.0,256.0,310.0,False,HARD,19.0,True,Ferrari,0 days 02:01:35.626000,2024-04-21 08:09:54.299,1,6.0,False,,False,True
648,0 days 02:04:56.967000,SAI,55,100.72600000000001,37.0,2.0,,,0 days 00:00:26.883000,0 days 00:00:30.341000,0 days 00:00:43.502000,0 days 02:03:43.124000,0 days 02:04:13.465000,0 days 02:04:56.967000,276.0,266.0,257.0,309.0,False,HARD,20.0,True,Ferrari,0 days 02:03:16.241000,2024-04-21 08:11:34.914,1,6.0,False,,False,True
649,0 days 02:06:37.570000,SAI,55,100.60300000000001,38.0,2.0,,,0 days 00:00:26.920000,0 days 00:00:30.270000,0 days 00:00:43.413000,0 days 02:05:23.887000,0 days 02:05:54.157000,0 days 02:06:37.570000,,267.0,257.0,310.0,False,HARD,21.0,True,Ferrari,0 days 02:04:56.967000,2024-04-21 08:13:15.640,1,6.0,False,,False,True
650,0 days 02:08:18.067000,SAI,55,100.497,39.0,2.0,,,0 days 00:00:26.878000,0 days 00:00:30.134000,0 days 00:00:43.485000,0 days 02:07:04.448000,0 days 02:07:34.582000,0 days 02:08:18.067000,275.0,268.0,257.0,310.0,False,HARD,22.0,True,Ferrari,0 days 02:06:37.570000,2024-04-21 08:14:56.243,1,6.0,False,,False,True
651,0 days 02:09:58.942000,SAI,55,100.875,40.0,2.0,,,0 days 00:00:26.942000,0 days 00:00:30.247000,0 days 00:00:43.686000,0 days 02:08:45.009000,0 days 02:09:15.256000,0 days 02:09:58.942000,274.0,267.0,257.0,309.0,False,HARD,23.0,True,Ferrari,0 days 02:08:18.067000,2024-04-21 08:16:36.740,1,6.0,False,,False,True
652,0 days 02:11:39.241000,SAI,55,100.299,41.0,2.0,,,0 days 00:00:26.722000,0 days 00:00:30.121000,0 days 00:00:43.456000,0 days 02:10:25.664000,0 days 02:10:55.785000,0 days 02:11:39.241000,275.0,268.0,258.0,309.0,False,HARD,24.0,True,Ferrari,0 days 02:09:58.942000,2024-04-21 08:18:17.615,1,6.0,False,,False,True
653,0 days 02:13:19.997000,SAI,55,100.756,42.0,2.0,,,0 days 00:00:26.846000,0 days 00:00:30.216000,0 days 00:00:43.694000,0 days 02:12:06.087000,0 days 02:12:36.303000,0 days 02:13:19.997000,,266.0,258.0,308.0,False,HARD,25.0,True,Ferrari,0 days 02:11:39.241000,2024-04-21 08:19:57.914,1,6.0,False,,False,True
654,0 days 02:15:00.342000,SAI,55,100.34500000000001,43.0,2.0,,,0 days 00:00:26.766000,0 days 00:00:29.986000,0 days 00:00:43.593000,0 days 02:13:46.763000,0 days 02:14:16.749000,0 days 02:15:00.342000,,267.0,258.0,308.0,False,HARD,26.0,True,Ferrari,0 days 02:13:19.997000,2024-04-21 08:21:38.670,1,5.0,False,,False,True
